name;mcg;gvh;alm;mit;erl;pox;vac;nuc;class
CIN8_YEAST;0.21;0.41;0.55;0.11;0.50;0.00;0.50;0.27;1
CISY_YEAST;0.38;0.68;0.44;0.45;0.50;0.00;0.53;0.22;3
CISZ_YEAST;0.44;0.38;0.48;0.32;0.50;0.83;0.53;0.22;9
KC21_YEAST;0.31;0.31;0.56;0.33;0.50;0.00;0.52;0.33;2
KC22_YEAST;0.49;0.31;0.49;0.35;0.50;0.00;0.51;0.29;2
KC2C_YEAST;0.38;0.37;0.56;0.21;0.50;0.00;0.49;0.22;2
KICH_YEAST;0.39;0.40;0.53;0.67;0.50;0.00;0.47;0.22;1
CLC1_YEAST;0.24;0.34;0.69;0.18;0.50;0.00;0.52;0.22;1
CG11_YEAST;0.49;0.43;0.51;0.13;0.50;0.00;0.47;0.22;1
CG12_YEAST;0.54;0.38;0.52;0.18;0.50;0.00;0.48;0.22;1
CG13_YEAST;0.43;0.57;0.53;0.53;0.50;0.00;0.53;0.25;1
CALM_YEAST;0.48;0.64;0.61;0.23;0.50;0.00;0.60;0.22;1
KCC1_YEAST;0.31;0.55;0.52;0.17;0.50;0.00;0.52;0.22;1
KCC2_YEAST;0.32;0.57;0.50;0.15;0.50;0.00;0.53;0.22;1
P2B1_YEAST;0.32;0.42;0.52;0.24;0.50;0.00;0.60;0.22;1
P2B2_YEAST;0.59;0.50;0.52;0.28;0.50;0.00;0.55;0.25;1
CALB_YEAST;0.37;0.42;0.51;0.11;0.50;0.00;0.57;0.22;1
CALX_YEAST;0.75;0.70;0.38;0.27;0.50;0.00;0.49;0.22;6
CYB_YEAST;0.61;0.72;0.31;0.33;0.50;0.00;0.56;0.22;3
COFI_YEAST;0.44;0.42;0.60;0.21;0.50;0.00;0.57;0.22;1
COQ1_YEAST;0.52;0.51;0.51;0.54;0.50;0.00;0.55;0.27;3
COQ2_YEAST;0.63;0.56;0.45;0.58;0.50;0.00;0.51;0.22;3
COQ3_YEAST;0.52;0.56;0.54;0.53;0.50;0.00;0.45;0.22;3
UCR1_YEAST;0.58;0.58;0.58;0.49;0.50;0.00;0.49;0.26;3
COT1_YEAST;0.72;0.62;0.34;0.29;0.50;0.00;0.56;0.28;3
COX1_YEAST;0.72;0.61;0.37;0.30;0.50;0.00;0.57;0.22;3
COXX_YEAST;0.46;0.43;0.38;0.33;0.50;0.00;0.48;0.28;3
COXZ_YEAST;0.57;0.57;0.44;0.37;0.50;0.00;0.52;0.25;3
COXG_YEAST;0.42;0.31;0.62;0.12;0.50;0.00;0.40;0.22;3
COXE_YEAST;0.49;0.46;0.45;0.45;0.50;0.00;0.52;0.22;3
YEX1_YEAST;0.42;0.58;0.41;0.65;0.50;0.00;0.46;0.26;3
COX2_YEAST;0.59;0.61;0.34;0.22;0.50;0.00;0.51;0.22;3
COX3_YEAST;0.52;0.77;0.38;0.34;0.50;0.00;0.51;0.22;3
COX4_YEAST;0.50;0.52;0.60;0.51;0.50;0.00;0.48;0.22;3
COXA_YEAST;0.49;0.60;0.43;0.56;0.50;0.00;0.36;0.22;3
COXB_YEAST;0.50;0.41;0.44;0.50;0.50;0.00;0.42;0.22;3
COX6_YEAST;0.50;0.40;0.56;0.70;0.50;0.00;0.50;0.22;3
COX7_YEAST;0.37;0.58;0.44;0.51;0.50;0.00;0.44;0.22;3
COX8_YEAST;0.55;0.45;0.45;0.54;0.50;0.00;0.50;0.22;3
COX9_YEAST;0.67;0.68;0.46;0.29;0.50;0.00;0.46;0.22;3
CARA_YEAST;0.53;0.51;0.46;0.28;0.50;0.00;0.48;0.22;1
CARB_YEAST;0.35;0.66;0.49;0.21;0.50;0.00;0.54;0.25;1
CYPH_YEAST;0.52;0.40;0.60;0.12;0.50;0.00;0.55;0.22;1
CYPB_YEAST;0.77;0.79;0.58;0.23;0.50;0.00;0.48;0.22;7
CYPC_YEAST;0.47;0.46;0.59;0.49;0.50;0.00;0.56;0.22;3
CYPR_YEAST;0.73;0.83;0.43;0.30;0.50;0.00;0.55;0.22;6
CYPD_YEAST;0.78;0.74;0.58;0.25;1.00;0.00;0.53;0.22;10
CBPS_YEAST;0.70;0.65;0.54;0.28;0.50;0.00;0.60;0.40;8
CPT1_YEAST;0.47;0.54;0.37;0.14;0.50;0.00;0.50;0.22;4
CRM1_YEAST;0.56;0.52;0.48;0.17;0.50;0.00;0.46;0.22;2
R141_YEAST;0.57;0.41;0.59;0.24;0.50;0.00;0.40;0.22;1
R142_YEAST;0.56;0.41;0.58;0.21;0.50;0.00;0.42;0.22;1
CSE1_YEAST;0.58;0.56;0.45;0.12;0.50;0.00;0.51;0.22;2
CSE2_YEAST;0.53;0.38;0.66;0.25;0.50;0.00;0.43;0.22;2
YKE9_YEAST;0.34;0.36;0.54;0.11;0.50;0.00;0.36;0.21;2
CSG2_YEAST;0.69;0.61;0.38;0.27;0.50;0.00;0.52;0.22;5
CATA_YEAST;0.37;0.53;0.60;0.19;0.50;0.50;0.42;0.22;9
CB33_YEAST;0.41;0.45;0.53;0.17;0.50;0.00;0.51;0.25;2
CTK1_YEAST;0.31;0.46;0.54;0.52;0.50;0.00;0.50;0.34;2
CTR1_YEAST;0.36;0.37;0.33;0.14;0.50;0.00;0.57;0.31;4
CHI1_YEAST;0.82;0.78;0.49;0.23;0.50;0.00;0.46;0.22;7
CHI2_YEAST;0.82;0.75;0.54;0.23;0.50;0.00;0.46;0.22;7
CATT_YEAST;0.41;0.51;0.58;0.15;0.50;0.00;0.45;0.27;1
MTC_YEAST;0.38;0.51;0.75;0.17;0.50;0.00;0.55;0.22;1
MTC_YEAST;0.38;0.51;0.75;0.17;0.50;0.00;0.55;0.22;1
CYB2_YEAST;0.53;0.44;0.51;0.33;0.50;0.00;0.52;0.22;3
CYC1_YEAST;0.46;0.54;0.71;0.15;0.50;0.00;0.59;0.22;3
CYC2_YEAST;0.40;0.56;0.48;0.14;0.50;0.00;0.47;0.22;3
CCHL_YEAST;0.53;0.53;0.60;0.13;0.50;0.00;0.49;0.22;3
CYC7_YEAST;0.42;0.57;0.72;0.22;0.50;0.00;0.57;0.22;3
RL2A_YEAST;0.45;0.27;0.57;0.36;0.50;0.00;0.52;0.18;1
CYAA_YEAST;0.20;0.26;0.52;0.14;0.50;0.00;0.53;0.44;1
CYS3_YEAST;0.51;0.53;0.55;0.14;0.50;0.00;0.51;0.22;1
CY1_YEAST;0.44;0.68;0.45;0.51;0.50;0.00;0.52;0.41;3
12_YEAST;0.27;0.39;0.66;0.11;0.50;0.00;0.44;0.22;3
DAL4_YEAST;0.55;0.42;0.34;0.30;0.50;0.00;0.52;0.22;4
DAL5_YEAST;0.34;0.42;0.30;0.23;0.50;0.00;0.53;0.22;4
MASZ_YEAST;0.44;0.53;0.52;0.23;0.50;0.83;0.51;0.22;9
DA80_YEAST;0.59;0.58;0.56;0.21;0.50;0.00;0.54;0.33;2
DA81_YEAST;0.39;0.28;0.46;0.12;0.50;0.00;0.41;0.22;2
DA82_YEAST;0.56;0.43;0.54;0.16;0.50;0.00;0.50;0.22;2
DAP2_YEAST;0.36;0.68;0.38;0.08;0.50;0.00;0.53;0.25;8
DATI_YEAST;0.27;0.36;0.60;0.33;0.50;0.00;0.37;0.31;2
DBF4_YEAST;0.35;0.40;0.59;0.22;0.50;0.00;0.47;0.37;2
DBP1_YEAST;0.42;0.32;0.50;0.21;0.50;0.00;0.51;0.22;2
DBP2_YEAST;0.23;0.20;0.53;0.20;0.50;0.00;0.44;0.22;2
DBR1_YEAST;0.55;0.54;0.56;0.22;0.50;0.00;0.50;0.37;2
DED1_YEAST;0.36;0.24;0.49;0.16;0.50;0.00;0.51;0.22;2
DEP1_YEAST;0.38;0.48;0.59;0.22;0.50;0.00;0.46;0.22;1
DYR_YEAST;0.80;0.46;0.50;0.15;0.50;0.00;0.53;0.22;1
DYHC_YEAST;0.60;0.56;0.47;0.20;0.50;0.00;0.50;0.38;2
DHH1_YEAST;0.41;0.24;0.54;0.26;0.50;0.00;0.41;0.22;2
DLD1_YEAST;0.47;0.65;0.54;0.62;0.50;0.00;0.53;0.36;3
DMC1_YEAST;0.43;0.39;0.54;0.14;0.50;0.00;0.47;0.22;2
DPB2_YEAST;0.50;0.51;0.52;0.09;0.50;0.00;0.48;0.25;2
DPB3_YEAST;0.53;0.61;0.52;0.21;0.50;0.00;0.55;0.30;2
DPM1_YEAST;0.54;0.42;0.41;0.16;0.50;0.00;0.52;0.22;5
SYDC_YEAST;0.46;0.35;0.53;0.16;0.50;0.00;0.51;0.29;1
DRS1_YEAST;0.46;0.43;0.49;0.79;0.50;0.00;0.49;0.63;2
ATC4_YEAST;0.51;0.55;0.35;0.16;0.50;0.00;0.51;0.47;4
DSS4_YEAST;0.56;0.52;0.55;0.19;0.50;0.00;0.54;0.22;1
TFS2_YEAST;0.61;0.30;0.59;0.12;0.50;0.00;0.49;0.27;2
DUN1_YEAST;0.37;0.53;0.46;0.23;0.50;0.00;0.47;0.22;2
DUR3_YEAST;0.83;0.58;0.33;0.04;0.50;0.00;0.53;0.22;5
EF1B_YEAST;0.39;0.45;0.53;0.18;0.50;0.00;0.54;0.22;1
EF2_YEAST;0.52;0.54;0.50;0.21;0.50;0.00;0.48;0.30;1
EGD1_YEAST;0.35;0.39;0.57;0.11;0.50;0.00;0.48;0.22;2
ATN2_YEAST;0.36;0.49;0.30;0.22;0.50;0.00;0.52;0.31;4
END2_YEAST;0.78;0.70;0.32;0.23;0.50;0.00;0.53;0.22;6
END3_YEAST;0.55;0.46;0.53;0.11;0.50;0.00;0.52;0.48;1
ENO1_YEAST;0.45;0.56;0.54;0.32;0.50;0.00;0.57;0.22;1
ENO2_YEAST;0.45;0.56;0.53;0.32;0.50;0.00;0.57;0.22;1
EPT1_YEAST;0.29;0.43;0.40;0.15;0.50;0.00;0.53;0.22;4
ERD1_YEAST;0.52;0.75;0.37;0.14;0.50;0.00;0.46;0.22;4
ERD2_YEAST;0.71;0.56;0.39;0.27;0.50;0.00;0.52;0.22;5
ERG1_YEAST;0.58;0.60;0.43;0.12;0.50;0.00;0.55;0.22;4
THIL_YEAST;0.54;0.65;0.49;0.34;0.50;0.00;0.52;0.22;1
CP51_YEAST;0.57;0.59;0.44;0.16;0.50;0.00;0.52;0.22;5
KIME_YEAST;0.59;0.58;0.46;0.19;0.50;0.00;0.56;0.27;1
ERG2_YEAST;0.92;0.61;0.40;0.22;0.50;0.00;0.54;0.22;5
FPPS_YEAST;0.55;0.56;0.45;0.14;0.50;0.00;0.54;0.22;1
ER24_YEAST;0.63;0.61;0.41;0.22;0.50;0.00;0.51;0.22;4
ERG3_YEAST;0.58;0.53;0.38;0.18;0.50;0.00;0.52;0.22;4
ERG4_YEAST;0.36;0.46;0.43;0.19;0.50;0.00;0.48;0.22;4
ERG6_YEAST;0.32;0.47;0.55;0.12;0.50;0.00;0.52;0.22;1
ERG7_YEAST;0.34;0.38;0.45;0.19;0.50;0.00;0.51;0.22;5
ERG8_YEAST;0.62;0.58;0.46;0.13;0.50;0.00;0.53;0.22;1
FDFT_YEAST;0.53;0.68;0.42;0.19;0.50;0.00;0.53;0.22;4
ERS1_YEAST;0.73;0.55;0.41;0.16;0.50;0.00;0.46;0.22;5
ESP1_YEAST;0.55;0.46;0.46;0.31;0.50;0.00;0.58;0.48;2
EST1_YEAST;0.35;0.60;0.47;0.13;0.50;0.00;0.52;0.43;2
EUG1_YEAST;0.77;0.80;0.51;0.40;1.00;0.00;0.54;0.22;10
EXG1_YEAST;0.77;0.87;0.47;0.37;0.50;0.00;0.48;0.22;7
LCF2_YEAST;0.35;0.46;0.49;0.15;1.00;0.00;0.55;0.35;1
FAD1_YEAST;0.43;0.51;0.48;0.14;0.50;0.00;0.50;0.22;1
FAS1_YEAST;0.57;0.61;0.45;0.26;0.50;0.00;0.50;0.22;1
FAS2_YEAST;0.63;0.62;0.42;0.12;0.50;0.00;0.52;0.25;1
COAC_YEAST;0.25;0.40;0.51;0.18;0.50;0.00;0.50;0.27;1
ALF_YEAST;0.56;0.62;0.53;0.24;0.50;0.00;0.57;0.22;1
F16P_YEAST;0.58;0.60;0.51;0.24;0.50;0.00;0.53;0.22;1
F26_YEAST;0.71;0.59;0.53;0.15;0.50;0.00;0.49;0.33;1
FCY2_YEAST;0.46;0.35;0.33;0.17;0.50;0.00;0.55;0.22;4
FET3_YEAST;0.54;0.55;0.42;0.22;0.50;0.00;0.48;0.22;4
FET4_YEAST;0.39;0.44;0.28;0.12;0.50;0.00;0.46;0.27;4
FHL1_YEAST;0.33;0.44;0.49;0.08;0.50;0.00;0.48;0.49;2
FLO1_YEAST;0.81;0.82;0.41;0.36;0.50;0.00;0.39;0.22;7
